NSG Name,NSG Location,Rule Name,Source,Source Application Security Group,Source Port Range,Access,Priority,Direction,Destination,Destination Application Security Group,Destination Port Range,Resource Group Name,Define Rule
von-gh-scaffold-monitor-nsg,eastus,DenyAllOutBound,*,,*,Deny,65500,Outbound,*,,*,gh-scaffold-workstations,"{
Name =""DenyAllOutBound""
 priority =""65500""
 direction = ""Outbound""
 access = ""Deny""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""*""
}"
von-gh-scaffold-monitor-nsg,eastus,default-allow-rdp,*,,*,Allow,1000,Inbound,*,,3389,gh-scaffold-workstations,"{
Name =""default-allow-rdp""
 priority =""1000""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""3389""
 destination_address_prefix=""*""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowCidrBlockRDPInbound,192.168.100.0/24,,*,Allow,100,Inbound,10.150.80.13,,3389,gh-scaffold-workstations,"{
Name =""AllowCidrBlockRDPInbound""
 priority =""100""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""3389""
 destination_address_prefix=""10.150.80.13""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowCidrBlockRDPInbound-servers,10.0.40.0/24,,*,Allow,1010,Inbound,10.150.80.13,,3389,gh-scaffold-workstations,"{
Name =""AllowCidrBlockRDPInbound-servers""
 priority =""1010""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""3389""
 destination_address_prefix=""10.150.80.13""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowCidrBlockRDPInboundservers,10.0.40.0/24,,*,Allow,110,Inbound,10.150.80.0/24,,3389,gh-scaffold-workstations,"{
Name =""AllowCidrBlockRDPInboundservers""
 priority =""110""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""3389""
 destination_address_prefix=""10.150.80.0/24""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowVnetInBound,VirtualNetwork,,*,Allow,65000,Inbound,VirtualNetwork,,*,gh-scaffold-workstations,"{
Name =""AllowVnetInBound""
 priority =""65000""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""VirtualNetwork""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowAzureLoadBalancerInBound,AzureLoadBalancer,,*,Allow,65001,Inbound,*,,*,gh-scaffold-workstations,"{
Name =""AllowAzureLoadBalancerInBound""
 priority =""65001""
 direction = ""Inbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""*""
}"
von-gh-scaffold-monitor-nsg,eastus,DenyAllInBound,*,,*,Deny,65500,Inbound,*,,*,gh-scaffold-workstations,"{
Name =""DenyAllInBound""
 priority =""65500""
 direction = ""Inbound""
 access = ""Deny""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""*""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowVnetOutBound,VirtualNetwork,,*,Allow,65000,Outbound,VirtualNetwork,,*,gh-scaffold-workstations,"{
Name =""AllowVnetOutBound""
 priority =""65000""
 direction = ""Outbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""VirtualNetwork""
}"
von-gh-scaffold-monitor-nsg,eastus,AllowInternetOutBound,*,,*,Allow,65001,Outbound,Internet,,*,gh-scaffold-workstations,"{
Name =""AllowInternetOutBound""
 priority =""65001""
 direction = ""Outbound""
 access = ""Allow""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""Internet""
}"
von-gh-scaffold-monitor-nsg,eastus,DenyAllOutBound,*,,*,Deny,65500,Outbound,*,,*,gh-scaffold-workstations,"{
Name =""DenyAllOutBound""
 priority =""65500""
 direction = ""Outbound""
 access = ""Deny""
 source_port_range = ""*""
 destination_port_range = ""*""
 destination_address_prefix=""*""
}"
